Status,Event_Date,Start_Time,End_Time,Type,Description,Borough,LocationofEvent,EventAddress,ActualParticipants,Postcode,Latitude,Longitude,CommunityBoard,CouncilDistrict ,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
Completed (59),11/28/2018,9:00 AM,10:45 AM,RNY for Kids (KIDS),Ready NY for Tweens,Queens,MS 358 Q,"88-08 164th Street
Jamaica, NY",120,11432,40.70869,-73.79798,412,24,4310514,4098130033,44602,QN1201
Completed (59),11/28/2018,9:00 AM,11:15 AM,RNY for Kids (KIDS),Ready Girl,Brooklyn,Public School 153,1970 Homecrest Ave,465,11229,40.601617,-73.959779,315,48,3196677,3072910030,556,BK1501
Completed (59),11/29/2018,8:45 AM,10:00 AM,RNY for Kids (KIDS),Ready Girl,Staten Island,auditorium,140 Palma Drive,400,10304,40.611508,-74.083177,501,49,5043519,5028880040,4004,SI0103
Completed (59),11/29/2018,10:00 AM,11:45 AM,RNY for Kids (KIDS),Ready NY for Kids,Bronx,Auditorium,1825 Prospect Ave Bronx NY,280,10457,40.842084,-73.891116,206,15,2009957,2029490064,36902,BX0602
Completed (59),11/29/2018,1:00 PM,2:45 PM,RNY for Kids (KIDS),Ready NY ESOL,Bronx,Auditorium,1825 Prospect Ave Bronx NY,15,10457,40.842084,-73.891116,206,15,2009957,2029490064,36902,BX0602
Completed (59),11/29/2018,9:00 AM,11:00 AM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 251,1037 EAST 54 STREET,100,11234,40.632524,-73.924417,318,45,3214729,3077580001,722,BK1801
Completed (59),11/29/2018,6:30 PM,8:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,Glory Light Tabernacle,1410 Beach Channel Dr,50,11691,40.608582,-73.753984,414,31,4297807,4155250001,103201,QN1401
Completed (59),11/30/2018,8:50 AM,12:00 PM,RNY for Kids (KIDS),Ready Girl,Staten Island,School Auditorium,255 Ionia Avenue,850,10312,40.543083,-74.182299,503,51,5107742,5062620012,17005,SI0304
Completed (59),11/30/2018,8:45 AM,12:00 PM,RNY for Kids (KIDS),Emergency Preparedness for Kids,Brooklyn,PS 106,1328 Putnam Ave,300,11221,40.693879,-73.913056,304,37,3077286,3033770001,435,BK0402
Completed (59),11/30/2018,3:30 PM,5:30 PM,RNY Fair (FAIR),Health Fair,Bronx,School Cafeteria,650 Baychester Avenue,75,10475,40.872608,-73.833727,210,12,2097470,2051410150,46205,BX1004
Completed (59),11/30/2018,10:00 AM,12:00 PM,RNY Business (B),Brooklyn Small Business Resource Fair,Brooklyn,Sunset Park Library,4201 Fourth Avenue,40,11232,40.650316,-74.008166,307,38,3010833,3007240001,82,BK0702
Completed (59),12/1/2018,4:30 PM,6:00 PM,RNY General Presentation (GEN),"Get Ready Bronx, New York!",Bronx,Grand Concourse SDA Temple,1275 Grand Concourse,70,10452,40.836092,-73.916181,204,16,2002861,2024660026,22102,BX0403
Completed (59),12/1/2018,10:00 AM,12:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,Martin Van Buren High School,230-17 Hillside Avenue,60,11427,40.733066,-73.738756,413,23,4166101,4079300002,1301,QN1302
Completed (59),12/1/2018,10:30 AM,3:00 PM,RNY Fair (FAIR),NYPD Family Day,Queens,New York City Police Academy,130-30 28th Avenue,300,11354,40.772829,-73.838857,407,19,4537931,4043270100,907,QN0701
Completed (59),12/4/2018,12:00 PM,1:00 PM,RNY General Presentation (GEN),Presentation for UNICEF Staff,Manhattan,UNICEF,3 United Nations Plaza,15,10017,40.75062,-73.970116,106,4,1038670,1013360031,88,MN0603
Completed (59),12/4/2018,8:00 AM,11:30 AM,RNY for Kids (KIDS),Ready NY for Kids Bilingual Presentations,Queens,IS 235 Q,30-14 30th St.,60,11102,40.766794,-73.9226,401,22,4007619,4005920015,73,QN0103
Completed (59),12/4/2018,8:00 AM,11:30 AM,RNY for Kids (KIDS),Ready NY for Kids Bilingual Presentations,Queens,IS 235 Q,30-14 30th St.,60,11102,40.766794,-73.9226,401,22,4007619,4005920015,73,QN0103
Completed (59),12/5/2018,10:00 AM,11:00 AM,RNY General Presentation (GEN),Emergency Preparedness for Seniors,Queens,Rochdale Village Community,169-65 137th Ave,75,11434,40.672622,-73.770641,412,28,4436348,4124950002,33405,QN1204
Completed (59),12/5/2018,5:00 PM,7:30 PM,RNY Fair (FAIR),Urban Assembly Partner Appreciation Event,Manhattan,Tweed Courthouse,52 Chambers St.,75,10007,40.713814,-74.00557,101,1,1079146,1001220001,31,MN0102
Completed (59),12/6/2018,3:45 PM,4:30 PM,RNY General Presentation (GEN),ABCs of Healthy Homes Training,Manhattan,DOHMH Harlem Health Action Center,158 East 115th St,10,10029,40.797755,-73.941699,111,8,1052229,1016400147,182,MN1102
Completed (59),12/6/2018,5:30 PM,7:00 PM,RNY General Presentation (GEN),Parent Association Meeting,Bronx,Bronx Early College Academy,250 east 164th Street apt 411,15,10456,40.828696,-73.917668,204,16,2002497,2024460043,18302,BX0401
Completed (59),12/6/2018,10:45 AM,11:30 AM,RNY for Kids (KIDS),Ready Girl,Bronx,Rose Hill Pre-k Center,"2512 Marion Ave Bronx, NY 10458",160,10458,40.861316,-73.893236,205,15,2118012,2030260014,39902,BX0503
Completed (59),12/6/2018,3:00 PM,4:10 PM,RNY for Kids (KIDS),Emergency Preparedness,Manhattan,New Heights Academy Charter School,1818 Amsterdam Ave,200,10031,40.828498,-73.945239,109,7,1062155,1020820028,237,MN0903
Completed (59),12/6/2018,9:00 AM,12:00 PM,RNY Fair (FAIR),Senior Center of the Year,Bronx,Riverdale Senior Services,2600 Netherland Avenue,90,10463,40.878744,-73.915679,208,11,2083247,2057220475,29302,BX0803
Completed (59),12/7/2018,1:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,Integer NY,488 Madison Ave,20,10022,40.758888,-73.974855,105,4,1035470,1012870014,102,MN0502
Completed (59),12/7/2018,9:40 AM,10:30 PM,RNY for Kids (KIDS),Ready Girl,Staten Island,School Auditorium,255 Ionia Avenue,200,10312,40.543083,-74.182299,503,51,5107742,5062620012,17005,SI0304
Completed (59),12/7/2018,10:00 AM,12:00 PM,RNY Business (B),Manhattan Small Business Resource Fair,Manhattan,New York Public Library � Harlem Library,9 West 124th Street,30,10027,40.805985,-73.943307,110,9,1053460,1017220030,200,MN1001
Completed (59),12/10/2018,2:30 PM,3:30 PM,RNY General Presentation (GEN),Ready New York for Parents,Brooklyn,Public School 7,858 Jamaica Ave,25,11208,40.689697,-73.873109,305,37,3090998,3041060039,118201,BK0501
Completed (59),12/10/2018,12:45 PM,2:00 PM,RNY General Presentation (GEN),Wellness Wednesday,Queens,Sutphin H.S. Academy ALC,90-01 Sutphin Blvd.,20,11435,40.70284,-73.808352,412,27,4206785,4096770016,240,QN1201
Completed (59),12/10/2018,9:00 AM,10:45 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS 160,109-59 Inwood St,650,11435,40.688103,-73.800415,412,28,4258143,4119420302,196,QN1202
Completed (59),12/10/2018,7:00 PM,10:00 PM,RNY Fair (FAIR),Emergency Preparedness Fair,Brooklyn,Church of the Annunciation,68 Havemeyer Street,300,11211,40.714458,-73.954931,301,34,3062268,3023380027,519,BK0102
Completed (59),12/11/2018,9:30 AM,10:00 AM,RNY for Kids (KIDS),Ready Girl,Queens,Mosaic PreK Center at Seneca Ave,"378 Seneca Avenue
Ridgewood, NY 11385",28,11385,40.707121,-73.914998,405,34,4538307,4034280015,53901,QN0502
Completed (59),12/12/2018,2:30 PM,4:00 PM,RNY General Presentation (GEN),Emergency Prepardness,Brooklyn,PS 308,616 Quincy St,25,11221,40.688695,-73.935499,303,36,3044493,3016300001,293,BK0302
Completed (59),12/12/2018,5:45 PM,6:45 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Bronx,Van Nest Academy,1640 Bonxdale Ave,24,,,,,,,,,
Completed (59),12/12/2018,3:00 PM,5:00 PM,RNY General Presentation (GEN),Indonesian Consulate Self Development Week,Manhattan,Consulate of The Republic of Indonesia,5 East 68th Street,50,10065,40.769734,-73.968486,108,4,1041251,1013830009,122,MN0802
Completed (59),12/13/2018,9:30 AM,11:00 AM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,East Harlem Neighborhood Health Action Center,161-169 East 110th street 1st FL,25,10029,40.794509,-73.943685,111,8,1087779,1016387501,172,MN1101
Completed (59),12/17/2018,7:00 PM,8:00 PM,RNY General Presentation (GEN),CDC # 7 Presentation,Manhattan,"160 West 127th Street 
NY NY 10027","160 West 127th Street 
NY NY 10027",35,10027,40.809752,-73.946161,110,9,1057883,1019110059,224,MN1002
Completed (59),12/17/2018,9:30 AM,10:30 AM,RNY General Presentation (GEN),Emergency Preparedness for Belgium Consulate Staff,Manhattan,Belgium Consulate,One Dag Hammarskj�ld Plaza,12,,,,,,,,,
Completed (59),12/17/2018,1:00 PM,2:45 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,Fifth Avenue Surgery Center,1049 5th Ave,20,10028,40.781149,-73.959923,108,4,1046842,1014977501,15001,MN0802
Completed (59),12/17/2018,8:45 AM,11:00 AM,RNY for Kids (KIDS),Ready NY for Kids,Brooklyn,Public School 7,858 Jamaica Ave,875,11208,40.689697,-73.873109,305,37,3090998,3041060039,118201,BK0501
Completed (59),12/17/2018,10:45 AM,1:15 PM,RNY for Kids (KIDS),Brooklyn Science and Engineering Academy 8th Grade Town Hall,Brooklyn,Brooklyn Science and Engineering Academy,"5404 Tilden Ave
Brooklyn, NY 11203",330,11203,40.648423,-73.925948,317,45,3104513,3047390001,946,BK1703
Completed (59),12/18/2018,9:00 AM,11:00 AM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,Association to Benefit Children,"1841 Park Avenue, Basement",15,10035,40.80582,-73.938463,111,9,1054495,1017750001,242,MN1102
Completed (59),12/18/2018,4:00 PM,6:00 PM,RNY for Kids (KIDS),Emergency Preparedness Fair for High School,Manhattan,Stuyvesant High School,345 Chambers St.,75,10282,40.7177,-74.01399,101,1,1084587,1000160215,31703,MN0101
Completed (59),12/18/2018,11:30 AM,3:00 PM,RNY Fair (FAIR),City Hall In Your Borough - Manhattan Resource Fair,Manhattan,Children�s Aid Society � Dunlevy Milbank Center,14-32 W 118th St,25,10026,40.802322,-73.946362,110,9,1051435,1016010018,190,MN1001
Completed (59),12/19/2018,10:30 AM,12:00 PM,RNY General Presentation (GEN),Presentation for People With Disabilities,Queens,Glen Oaks Library,256-04 Union Turnpike,15,11004,40.745388,-73.715036,413,23,4177530,4086930010,157902,QN1301
Completed (59),1/5/2019,10:00 AM,12:00 PM,RNY Fair/Presentation (FP),Emergency Preparedness Presentation,Brooklyn,Bridge Street Development Corporation,625 Quincy St.,50,11221,40.688856,-73.934247,303,36,3390995,3016250034,291,BK0302
Completed (59),1/7/2019,8:45 AM,11:00 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS IS 49,63-60 80th Street,130,11379,40.719867,-73.875093,405,30,4069253,4029900045,66301,QN0504
Completed (59),1/9/2019,11:00 AM,12:45 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Queens,Dellamonica-Steinway Senior Center,23-56 Broadway,50,11106,40.764285,-73.930011,401,22,4006560,4005660050,53,QN0103
Completed (59),1/10/2019,6:30 PM,8:30 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Brooklyn,T.L.CHURCH,441 WILLOUGHBY AVE,25,11206,40.693591,-73.951703,303,36,3000000,3017580001,253,BK0301
Completed (59),1/10/2019,10:00 AM,1:00 PM,RNY Fair (FAIR),Emergency Preparedness Tabling,Bronx,Jacobi Medical Center,"1400 Pelham Parkway S
Building 8 Atrium",30,10461,40.857427,-73.847079,211,13,2097550,2042050001,296,BX1102
Completed (59),1/11/2019,11:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Bronx,PSS Parkside Center,644 Adee Ave,20,10467,40.86967,-73.869106,211,12,2101742,2045420100,33601,BX1104
Completed (59),1/11/2019,8:45 AM,10:30 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS 253Q,"1307 Central Ave. Far Rockaway, NY 11691",570,11691,40.60729,-73.7494,414,31,4297972,4155410001,103202,QN1401
Completed (59),1/11/2019,9:30 AM,12:00 PM,RNY Fair (FAIR),Winter Safety fair,Manhattan,Bellevue Hospital Center (main lobby),462 First Avenue,150,10016,40.739497,-73.976624,106,4,1086515,1009620100,62,MN0603
Completed (59),1/14/2019,11:00 AM,12:00 PM,RNY General Presentation (GEN),RNY ESOL,Brooklyn,Red Hook Library,7 Wolcott St,15,11231,40.675513,-74.010249,306,38,3008650,3005770029,5301,BK0601
Completed (59),1/14/2019,9:00 AM,11:15 AM,RNY for Kids (KIDS),Ready NY for Kids,Brooklyn,PS/IS 192,4715 18th avenue,600,11204,40.629303,-73.979995,312,44,3128909,3054450001,476,BK1202
Completed (59),1/15/2019,7:30 PM,8:30 PM,RNY General Presentation (GEN),Executive Board Committee Meeting - Bronx CB 10,Bronx,Bronx CB 10,31-65 East Tremont Avenue,13,10453,40.851525,-73.90874,205,14,2008266,2028540024,241,BX0502
Completed (59),1/16/2019,9:00 AM,11:45 AM,RNY General Presentation (GEN),Emergency Preparedness Presentation for Parents,Brooklyn,P.S. 215,415 Avenue S,3,11223,40.602084,-73.970013,315,44,3178584,3066810169,41401,BK1501
Completed (59),1/16/2019,9:30 AM,11:30 AM,RNY General Presentation (GEN),"Harlem Congregations for Community Improvement, Inc.Prayer Breakfast",Manhattan,Dr. Muriel Petioni Plaza,203 W. 146 Street,50,10039,40.822489,-73.938989,110,9,1088288,1020320023,234,MN1002
Completed (59),1/16/2019,9:00 AM,11:45 AM,RNY for Kids (KIDS),Emergency Preparedness Presentation for Kids,Brooklyn,P.S. 215,415 Avenue S,500,11223,40.602084,-73.970013,315,44,3178584,3066810169,41401,BK1501
Completed (59),1/16/2019,5:30 PM,8:00 PM,RNY Fair (FAIR),Community Resoruce Fair,Manhattan,Baruch College/CUNY,55 Lexington Avenue,0,10010,40.740596,-73.983938,106,2,1086514,1008800024,68,MN0602
Completed (59),1/17/2019,6:30 PM,7:30 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Bronx,High School for Energy and Technology,2474 Crotona Avenue,10,10458,40.855698,-73.882715,206,15,2012887,2031040007,393,BX0603
Completed (59),1/17/2019,11:00 AM,12:30 PM,RNY General Presentation (GEN),ESOL Emergency Preparedness,Brooklyn,Central Library,10 Grand Army Plaza,45,11238,40.672833,-73.969069,355,35,3029665,3011830002,177,BK5591
Completed (59),1/17/2019,8:30 AM,10:30 AM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Brooklyn,Our Lady of Perpetual Help,5902 6th Ave,175,11220,40.638645,-74.013465,307,38,3337343,3008640001,102,BK0703
Completed (59),1/18/2019,6:00 PM,8:00 PM,RNY General Presentation (GEN),Parents Workshop,Queens,High School for Arts and Business,"105-25 Horace Harding Expr, Corona NY, 11368",15,11368,40.737427,-73.853178,404,21,4048306,4019630005,43701,QN0402
Completed (59),1/18/2019,8:30 AM,9:30 AM,RNY General Presentation (GEN),Emergency Prepardness for Parents,Queens,PS/IS 499,148-20 Reeves Ave,5,11367,40.739246,-73.822057,408,24,4467571,4065070150,809,QN0801
Completed (59),1/18/2019,8:30 AM,11:45 AM,RNY for Kids (KIDS),Emergency Prepardness,Queens,PS/IS 499,148-20 Reeves Ave,350,11367,40.739246,-73.822057,408,24,4467571,4065070150,809,QN0801
Completed (59),1/18/2019,6:30 PM,8:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Brooklyn,Brooklyn Tabernacle Deliverance Center,600 Lafayette Ave between Nostrand Ave and Marcy,70,11216,40.689921,-73.950909,303,36,3049938,3017890012,251,BK0301
Completed (59),1/19/2019,12:30 PM,5:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,JC of Latter-day Saints,1235 Olmstead Ave,50,10462,40.832415,-73.854316,209,18,2026253,2038040042,92,BX0903
Completed (59),1/21/2019,10:00 AM,3:00 PM,RNY Fair (FAIR),MLK Day Emergency Preparedness Tabling,Brooklyn,P.S. 284,213 Osborn Street,25,11212,40.667377,-73.908214,316,41,3081460,3035440135,912,BK1602
Completed (59),1/21/2019,11:00 AM,4:00 PM,RNY Fair (FAIR),Food Justice Fair,Manhattan,University Settlements Campus Plaza,611 E 13th St,25,10009,40.728579,-73.978114,103,2,1077502,1003960010,28,MN0303
Completed (59),1/21/2019,11:00 AM,3:00 PM,RNY Fair (FAIR),MLK Day Emergnecy Preparedness Tabling,Brooklyn,P.S. 770,60 East 94th Street,50,11212,40.663559,-73.926959,317,41,3323072,3045950015,882,BK1704
Completed (59),1/22/2019,6:00 PM,7:30 PM,RNY General Presentation (GEN),RNY ESOL,Brooklyn,Kings Highway Public Library,2115 Ocean Ave,30,11229,40.610054,-73.953417,315,48,3182576,3067830068,550,BK1502
Completed (59),1/22/2019,2:00 PM,3:30 PM,RNY General Presentation (GEN),Public School 7,Brooklyn,PS 7,858 Jamaica Ave,10,11208,40.689697,-73.873109,305,37,3090998,3041060039,118201,BK0501
Completed (59),1/22/2019,8:10 AM,10:30 AM,RNY for Kids (KIDS),Ready Girl,Staten Island,PS 60,55 Merrill Ave,450,10314,40.610073,-74.162129,502,50,5031151,5015800044,29104,SI0204
Completed (59),1/24/2019,4:00 PM,6:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,United Federation of Teachers (Bronx Office),"2500 Halsey St., Entrance is on Commerce",120,10461,40.837532,-73.842448,210,18,2027286,2038520001,96,BX1001
Completed (59),1/25/2019,11:00 AM,12:00 PM,RNY General Presentation (GEN),RNY ESOL,Brooklyn,Midwood Library,975 16th St.,20,,,,,,,,,
Completed (59),1/25/2019,2:30 PM,5:00 PM,RNY General Presentation (GEN),Presentation for French Consulate,Manhattan,French Consulate,934 5th Ave,20,10021,40.774086,-73.965834,108,4,1041674,1013890071,130,MN0802
Completed (59),1/25/2019,8:00 AM,11:00 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS329Q East Elmhurst Community School,2625 97th St.,500,11369,40.761557,-73.872239,403,21,4437125,4013770016,361,QN0302
Completed (59),1/25/2019,9:00 AM,11:45 AM,RNY for Kids (KIDS),Ready Girl,Staten Island,PS1 Auditorium,58 Summit Street,550,10307,40.509037,-74.244118,503,51,5107854,5078980001,24401,SI0305
Completed (59),1/26/2019,9:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Bronx,P.S. 214,1970 West Farms Road,10,10460,40.839565,-73.880358,206,15,2094603,2030210038,60,BX0601
Completed (59),1/26/2019,10:00 AM,2:00 PM,RNY General Presentation (GEN),Ready New Yorker Train the Trainer for 79th Precinct Clergy Council,Brooklyn,Elim International Fellowship,32 Madison Street,40,11238,40.683888,-73.957732,303,36,3057154,3019890021,229,BK0301
Completed (59),1/26/2019,10:00 AM,12:00 PM,RNY General Presentation (GEN),Councilmember Cornegy Advisory Board Meeting on Public Safety,Brooklyn,District Office,"1360 Fulton Street, 5th Floor",20,11216,40.680186,-73.94593,303,36,3329709,3018620001,247,BK0301
Completed (59),1/26/2019,12:30 PM,5:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,The Church of Jesus Christ of Latter-day Saints,211 E. Kingsbridge Rd.,0,10458,40.865801,-73.893898,207,15,2115483,2033040001,40302,BX0702
Completed (59),1/26/2019,11:00 AM,3:00 PM,RNY Fair (FAIR),Include NYCFair,Manhattan,Hotel Pennsylvania,401 7th Ave,800,10001,40.749794,-73.991486,105,3,1015191,1008087501,101,MN0501
Completed (59),1/26/2019,11:00 AM,3:00 PM,RNY Fair (FAIR),Housing Town Hall & Resource Fair,Manhattan,Gymnasium,301 Henry Street,70,10002,40.714065,-73.9827,103,1,1003737,1002880021,202,MN0302
Completed (59),1/26/2019,10:00 AM,3:00 PM,RNY Fair (FAIR),Ready NY Fair: Full Gospel Assembly of God,Brooklyn,Full Gospel Assembly of God,131 Sullivan PL.,40,11225,40.66435,-73.956641,309,35,3396427,3013040043,323,BK0901
Completed (59),1/27/2019,1:00 PM,4:00 PM,RNY Fair (FAIR),BP Assist Live,Staten Island,Susan E. Wagner High School,1200 Manor Road,50,10314,40.596896,-74.124169,502,50,5146639,5009550100,181,SI0203
Completed (59),1/28/2019,10:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness for Staff,Bronx,Geel Community Services Inc,2339 Arthur Avenue,50,10458,40.854257,-73.888693,206,15,2011902,2030650063,391,BX0603
Completed (59),1/28/2019,6:30 PM,8:00 PM,RNY General Presentation (GEN),YMCA ESOL Ready New York,Brooklyn,YMCA Prospect Park,357 9th St,50,11215,40.668425,-73.984745,306,39,3022136,3010057502,137,BK0602
Completed (59),1/28/2019,9:00 AM,2:00 PM,RNY Fair/Presentation (FP),Preparedness Presentation for City Agencies,Manhattan,NYPD HQ,1 Police Plz,250,10038,40.71234,-74.000895,101,1,1079143,1001190001,2901,MN0102
Completed (59),1/29/2019,5:30 PM,9:00 PM,RNY General Presentation (GEN),RNY Presenter Training: Staten Island Inter-Religious Leadership,Staten Island,New Dorp Moravian,2205 Richmond Road,19,10306,40.579878,-74.114112,502,50,5106963,5009340017,181,SI0203
Completed (59),1/29/2019,6:00 PM,7:30 PM,RNY General Presentation (GEN),New Urtrecht Library,Brooklyn,New Utrecht Brand Library,1743 85th St.,30,11214,40.608442,-74.002964,311,38,,,178,BK1102
Completed (59),1/29/2019,9:00 AM,9:45 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS MS 219,Gravett Road,65,,,,,,,,,
Completed (59),1/29/2019,9:45 AM,10:30 AM,RNY for Kids (KIDS),Emergency Preparedness for Tweens,Queens,PS MS 219,Gravett Road,170,,,,,,,,,
Completed (59),1/29/2019,6:30 PM,8:00 PM,RNY Fair/Presentation (FP),Fire Safety Town Hall,Queens,Family Life Center,172-17 Linden Blvd,70,11434,40.691941,-73.778064,412,27,4448875,4102870062,432,QN1205
